X,Y,Store_Name,Address,Address_Line__2,City,State,Zip5,County,Longitude,Latitude,ObjectId
-79.83519,40.321175,Schwebel Baking Co of PA 7,4315 Walnut St,,McKeesport,PA,15132,ALLEGHENY,-79.83519,40.321175,89143
-79.83577,40.354912,GetGo 3013,2411 5th Ave,,McKeesport,PA,15132,ALLEGHENY,-79.83577,40.354912,89152
-79.831512,40.358593,Jimit Sunoco,2904 5th Ave,,McKeesport,PA,15132,ALLEGHENY,-79.831512,40.358593,89697
-79.743065,40.440659,GETGO 3140,4685 Old William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.743065,40.440659,89936
-79.772949,40.436333,BFS Foods 64,3984 Monroeville Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.772949,40.436333,90962
-79.770981,40.438564,Big Lots 1960,4047 William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.770981,40.438564,90969
-79.957466,40.441158,Rite Aid 10930,3700 Forbes Ave,,Pittsburgh,PA,15213,ALLEGHENY,-79.957466,40.441158,91142
-79.885368,40.421906,Sitaram Oil Corporation,2000 S Braddock Ave,,Pittsburgh,PA,15218,ALLEGHENY,-79.885368,40.421906,91269
-79.89061,40.427029,BP To Go,1600 S Braddock Ave,,Pittsburgh,PA,15218,ALLEGHENY,-79.89061,40.427029,91282
-79.834961,40.617573,Dollar General 23440,201 Starr Rd,,Russellton,PA,15076,ALLEGHENY,-79.834961,40.617573,91489
-80.027107,40.342625,Double Star Groceries,4994 Library Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.027107,40.342625,91631
-80.217804,40.519936,Rite Aid 10908,5990 University Blvd,Ste 30,Coraopolis,PA,15108,ALLEGHENY,-80.217804,40.519936,91655
-79.770157,40.398506,Speedway 2917,4363 Broadway Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.770157,40.398506,92015
-80.050072,40.603165,"Six Guys Grocers, Inc",10293 Perry Hwy,,Wexford,PA,15090,ALLEGHENY,-80.050072,40.603165,92461
-79.986618,40.392666,Family Dollar Store 12168,2116 Brownsville Rd,,Pittsburgh,PA,15210,ALLEGHENY,-79.986618,40.392666,92465
-80.061478,40.465645,Par Mar Store 1100,704 Chartiers Ave,,McKees Rocks,PA,15136,ALLEGHENY,-80.061478,40.465645,92636
-80.062088,40.472889,Pashupati Llc,721 Island Ave,,McKees Rocks,PA,15136,ALLEGHENY,-80.062088,40.472889,92802
-80.076576,40.469936,Dollar General 2643,500 Pine Hollow Rd.,A,McKees Rocks,PA,15136,ALLEGHENY,-80.076576,40.469936,92961
-80.057053,40.32143,Bethel Park Cash N Save,3405 S Park Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.057053,40.32143,93112
-79.77771,40.401833,JOE'S BUTCHER SHOP,502 Broadway,,Pitcairn,PA,15140,ALLEGHENY,-79.77771,40.401833,93162
-79.986801,40.395298,Fueland 228,1927 Brownsville Rd,,Pittsburgh,PA,15210,ALLEGHENY,-79.986801,40.395298,93290
-80.054199,40.612068,Whole Foods Market 10377,10576 Perry Hwy,,Wexford,PA,15090,ALLEGHENY,-80.054199,40.612068,93296
-80.059708,40.633732,Sheetz 277,12000 Perry Hwy,,Wexford,PA,15090,ALLEGHENY,-80.059708,40.633732,93304
-79.742294,40.440285,Dollar Tree 6413,4680 Old William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.742294,40.440285,93481
-79.732582,40.434216,Sheetz 582,4723 William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.732582,40.434216,93484
-79.772331,40.436123,Get Go 3060,4000 Monroeville Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.772331,40.436123,93487
-80.023338,40.351242,Sheetz 515,4599 Library Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.023338,40.351242,93494
-80.024139,40.334,CVS Pharmacy 2447,5190 Library Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.024139,40.334,94217
-79.832809,40.617245,Family Dollar Store 3340,14 Creighton Russellton Rd,,Russellton,PA,15076,ALLEGHENY,-79.832809,40.617245,94223
-79.790848,40.424255,Monroeville Farmers Market,2399 Monroeville Rd,Tillbrook,Monroeville,PA,15146,ALLEGHENY,-79.790848,40.424255,94251
-79.995445,40.421799,Adan Market 2 Inc,707 E Warrington Ave,,Pittsburgh,PA,15210,ALLEGHENY,-79.995445,40.421799,94929
-79.767181,40.3908,Dollar General 8740,4500 Broadway Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.767181,40.3908,95671
-79.765884,40.391651,Sunoco Haymaker,1855 Haymaker Rd,,Monroeville,PA,15146,ALLEGHENY,-79.765884,40.391651,95678
-79.867661,40.351147,Family Dollar Store 1631,130 Lysle Blvd,,McKeesport,PA,15132,ALLEGHENY,-79.867661,40.351147,96744
-79.836624,40.354141,Family Dollar Store 6554,2347 5th Ave,,McKeesport,PA,15132,ALLEGHENY,-79.836624,40.354141,96747
-79.849228,40.341465,Bailie Food Mart,2316 Bailey Ave,,McKeesport,PA,15132,ALLEGHENY,-79.849228,40.341465,96762
-79.836456,40.321171,Dollar Tree 4501,4313 Walnut St,Ste 10,McKeesport,PA,15132,ALLEGHENY,-79.836456,40.321171,96767
-79.986526,40.417347,A & E Deli,105 Brownsville Rd,,Pittsburgh,PA,15210,ALLEGHENY,-79.986526,40.417347,96843
-79.88279,40.435783,A & M MARKET,320 Coal St,,Pittsburgh,PA,15221,ALLEGHENY,-79.88279,40.435783,96957
-80.042274,40.42189,Green Tree Farmers Market in the Park,895 Greentree Rd,,Pittsburgh,PA,15220,ALLEGHENY,-80.042274,40.42189,97068
-79.834816,40.400978,Atobabs African International Food ONE,825 E Pittsburgh Mall,,East Pittsburgh,PA,15112,ALLEGHENY,-79.834816,40.400978,97185
-79.789146,40.476898,Dollar Tree 6074,7181 Saltsburg Rd,,Pittsburgh,PA,15235,ALLEGHENY,-79.789146,40.476898,99481
-79.842842,40.450394,Family Dollar 12538,867 Longwood Ave,,Pittsburgh,PA,15235,ALLEGHENY,-79.842842,40.450394,99503
-80.090355,40.617828,Rite Aid 07825,201 Devine Dr,,Wexford,PA,15090,ALLEGHENY,-80.090355,40.617828,99532
-79.994423,40.421852,One Stop Mini Mart,751 E Warrington Ave,,Pittsburgh,PA,15210,ALLEGHENY,-79.994423,40.421852,99549
-79.979805,40.355904,Aplus 40224,4639 Clairton Blvd,,Pittsburgh,PA,15236,ALLEGHENY,-79.979805,40.355904,99825
-79.945061,40.328899,7-eleven Store 2701 36192A,650 Clairton Blvd,,Pittsburgh,PA,15236,ALLEGHENY,-79.945061,40.328899,99828
-79.972824,40.344917,Sejal And Sister Llc,5150 Clairton Blvd,,Pittsburgh,PA,15236,ALLEGHENY,-79.972824,40.344917,100112
-80.025978,40.342155,Rojels Foods LLC/ Bethel Park Shop N Save,5001 Library Road,,Bethel Park,PA,15102,ALLEGHENY,-80.025978,40.342155,100220
-80.022652,40.395721,Brookline Sunoco,533 Brookline Blvd,,Pittsburgh,PA,15226,ALLEGHENY,-80.022652,40.395721,100546
-79.768784,40.398006,Sheetz 327,2100 Mosside Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.768784,40.398006,100637
-79.713455,40.443562,ALDI 46,1766 Golden Mile Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.713455,40.443562,100638
-79.769012,40.435246,LEONARD LABRIOLA ITALIAN GROCERY,4039 Monroeville Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.769012,40.435246,100643
-79.966484,40.461678,Quick Stop,3349 Liberty Ave,,Pittsburgh,PA,15201,ALLEGHENY,-79.966484,40.461678,101807
-80.014915,40.392017,7-eleven Store 2701-36154b 36154B,1101 Brookline Blvd,,Pittsburgh,PA,15226,ALLEGHENY,-80.014915,40.392017,102380
-79.880249,40.333874,DOLLAR GENERAL STORE  7214,1515 Washington Blvd,,McKeesport,PA,15133,ALLEGHENY,-79.880249,40.333874,102745
-79.933617,40.45118,RITE AID 0268,5504 Walnut St,,Pittsburgh,PA,15232,ALLEGHENY,-79.933617,40.45118,104170
-80.034637,40.423275,Giant Eagle 74,1165 McKinney Lane,Parkway Center Mall,Pittsburgh,PA,15220,ALLEGHENY,-80.034637,40.423275,106008
-80.085793,40.408497,Family Dollar Store 4708,300 Broadway St,,Carnegie,PA,15106,ALLEGHENY,-80.085793,40.408497,106042
-79.817833,40.48502,Walgreens 9675,6201 Saltsburg Rd,,Pittsburgh,PA,15235,ALLEGHENY,-79.817833,40.48502,106287
-79.841568,40.525734,WALGREENS 09803,324 Hulton Rd,,Oakmont,PA,15139,ALLEGHENY,-79.841568,40.525734,106298
-79.81237,40.430054,Rite Aid 10945,3434 William Penn Hwy,,Pittsburgh,PA,15235,ALLEGHENY,-79.81237,40.430054,106299
-79.874763,40.429062,Braddock Hills Mini Mart C-Store,1050 Brinton Rd,,Pittsburgh,PA,15221,ALLEGHENY,-79.874763,40.429062,106576
-79.881325,40.45509,Family Dollar 11387,8184 Frankstown Ave,,Pittsburgh,PA,15221,ALLEGHENY,-79.881325,40.45509,106584
-79.962158,40.524944,Rite Aid 10909,1710 Mount Royal Blvd,,Glenshaw,PA,15116,ALLEGHENY,-79.962158,40.524944,107696
-79.866173,40.461075,Family Dollar Store 6598,9010 Frankstown Rd,,Pittsburgh,PA,15235,ALLEGHENY,-79.866173,40.461075,109070
-79.827255,40.449108,APLUS 40110H,600 Rodi Rd,,Pittsburgh,PA,15235,ALLEGHENY,-79.827255,40.449108,109083
-79.990402,40.404678,Brownsville Road Foodland,1119 Brownsville Rd,,Pittsburgh,PA,15210,ALLEGHENY,-79.990402,40.404678,109976
-79.786003,40.477882,Rite Aid 10947,7345 Saltsburg Rd,,Penn Hills,PA,15235,ALLEGHENY,-79.786003,40.477882,110278
-79.843475,40.512444,Rite Aid 10915,109 Allegheny River Blvd,,Oakmont,PA,15139,ALLEGHENY,-79.843475,40.512444,110407
-80.026161,40.342354,Dollar General 0817,5000 Library Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.026161,40.342354,110603
-80.032509,40.327824,Coen Markets 1302,2733 S Park Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.032509,40.327824,110615
-80.023262,40.551971,Aldi 69,6290 Northway Dr,,Pittsburgh,PA,15237,ALLEGHENY,-80.023262,40.551971,110953
-80.053116,40.534248,Par Mar Store 104,501 Lowries Run Rd,,Pittsburgh,PA,15237,ALLEGHENY,-80.053116,40.534248,110957
-79.988708,40.527672,Thompson Run Market,333 Thompson Run Rd,,Pittsburgh,PA,15237,ALLEGHENY,-79.988708,40.527672,110959
-79.884521,40.44368,OU'S INTERNATIONAL COMPANY,705 Penn Ave,,Wilkinsburg,PA,15221,ALLEGHENY,-79.884521,40.44368,111437
-79.890709,40.445736,Rite Aid 10935,331 Penn Ave,,Wilkinsburg,PA,15221,ALLEGHENY,-79.890709,40.445736,111462
-79.853539,40.413532,Giant Eagle 77,254 Yost Blvd,,Pittsburgh,PA,15221,ALLEGHENY,-79.853539,40.413532,113307
-79.848167,40.416534,Aldi 56,2348 Ardmore Blvd,,Pittsburgh,PA,15221,ALLEGHENY,-79.848167,40.416534,113308
-79.941284,40.464752,PEOPLES GROCERY,5136 Penn Ave,,Pittsburgh,PA,15224,ALLEGHENY,-79.941284,40.464752,113310
-79.885063,40.420254,International Market,2116 Noble St,,Swissvale,PA,15218,ALLEGHENY,-79.885063,40.420254,113863
-80.222305,40.503254,Sheetz 379,9002 University Blvd,,Moon Township,PA,15108,ALLEGHENY,-80.222305,40.503254,113962
-79.766037,40.390221,Rite Aid 10919,4534 Broadway Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.766037,40.390221,114524
-79.972977,40.484955,A & F LLC,544 North Ave,,Millvale,PA,15209,ALLEGHENY,-79.972977,40.484955,114535
-79.830887,40.538578,Sheetz 619,2871 Freeport Rd,,Pittsburgh,PA,15238,ALLEGHENY,-79.830887,40.538578,115023
-79.889656,40.486561,Giant Eagle 72,910 Freeport Rd,,Pittsburgh,PA,15238,ALLEGHENY,-79.889656,40.486561,115026
-79.893913,40.432709,Braddock Avenue Express,1101 S Braddock Ave,,Pittsburgh,PA,15218,ALLEGHENY,-79.893913,40.432709,115075
-79.866074,40.491398,Quick Sub Mart,164 Freeport Rd,,Pittsburgh,PA,15238,ALLEGHENY,-79.866074,40.491398,115301
-80.057137,40.463665,RITE AID 3527,155 Chartiers Ave,,McKees Rocks,PA,15136,ALLEGHENY,-80.057137,40.463665,115342
-80.166298,40.519753,CORAOPOLIS FAST STOP,879 4th Ave,,Coraopolis,PA,15108,ALLEGHENY,-80.166298,40.519753,116481
-80.216225,40.517616,DOLLARTREE 1272,2830 Gracy Center Way,,Coraopolis,PA,15108,ALLEGHENY,-80.216225,40.517616,116490
-79.871338,40.342308,Uni Mart Port Vue,1181 Romine Ave,,McKeesport,PA,15133,ALLEGHENY,-79.871338,40.342308,116494
-80.06498,40.465809,Family Dollar Store 8379,821 Chartiers Ave,,McKees Rocks,PA,15136,ALLEGHENY,-80.06498,40.465809,116994
-79.876686,40.415379,SUPER ONE,2601 S Braddock Ave,,Pittsburgh,PA,15218,ALLEGHENY,-79.876686,40.415379,117123
-80.182083,40.540813,Safran s Super Market,429 Walnut St,,Sewickley,PA,15143,ALLEGHENY,-80.182083,40.540813,117135
-79.989929,40.403358,Rite Aid 10926,1222 Brownsville Rd,,Pittsburgh,PA,15210,ALLEGHENY,-79.989929,40.403358,117255
-80.058746,40.475822,CAROL ANN'S CORNER STORE INC,2 George St,,MC Kees Rocks,PA,15136,ALLEGHENY,-80.058746,40.475822,117373
-79.940575,40.464664,Family Dollar Store 6137,5160 Penn Ave,,Pittsburgh,PA,15224,ALLEGHENY,-79.940575,40.464664,117377
-79.893982,40.446781,Family Dollar Store 3675,7627 Penn Ave,,Wilkinsburg,PA,15221,ALLEGHENY,-79.893982,40.446781,117379
-79.971939,40.490726,Bp Gas Station,1001 Evergreen Ave,,Pittsburgh,PA,15209,ALLEGHENY,-79.971939,40.490726,117423
-79.976852,40.495773,Dukes Shaler Sunoco,1329 Babcock Blvd,,Pittsburgh,PA,15209,ALLEGHENY,-79.976852,40.495773,117563
-80.177429,40.448364,Sam's Club 6575,249 Summit Park Dr,,Pittsburgh,PA,15275,ALLEGHENY,-80.177429,40.448364,117575
-79.801254,40.432182,Gordon Food Service Store LLC MP133,3620 William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.801254,40.432182,117604
-80.182732,40.447014,Target Store 1217,600 Chauvet Dr,,Pittsburgh,PA,15275,ALLEGHENY,-80.182732,40.447014,117607
-79.974403,40.481838,Millvale Diner & Quick Mart,307 North Ave,,Pittsburgh,PA,15209,ALLEGHENY,-79.974403,40.481838,117756
-79.962059,40.468849,GETGO 3107,4000 Butler St,,Pittsburgh,PA,15201,ALLEGHENY,-79.962059,40.468849,117980
-80.055565,40.627735,Aldi 77,11800 Perry Hwy,,Wexford,PA,15090,ALLEGHENY,-80.055565,40.627735,118411
-80.351875,40.484314,Circle K 4235,200 Market Place Dr,,Imperial,PA,15126,ALLEGHENY,-80.351875,40.484314,118483
-79.986694,40.417816,Sunoco ARLINTON,1643 Arlington Ave,,Pittsburgh,PA,15210,ALLEGHENY,-79.986694,40.417816,118715
-80.093468,40.616528,Tbones Marketplace,100 VIP Dr,Ste 101,Wexford,PA,15090,ALLEGHENY,-80.093468,40.616528,118871
-79.995491,40.421753,Dollar General 19007,700 E Warrington Ave,,Pittsburgh,PA,15210,ALLEGHENY,-79.995491,40.421753,118874
-79.778694,40.437435,CVS 5890,3893 William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.778694,40.437435,119069
-80.239136,40.441845,RITE AID 3571,103 W Allegheny Rd,,Imperial,PA,15126,ALLEGHENY,-80.239136,40.441845,119209
-80.165611,40.517933,DOLLAR GENERAL  4990,926 5th Ave,,Coraopolis,PA,15108,ALLEGHENY,-80.165611,40.517933,119585
-80.160789,40.517159,RITE AID 1448,412 Broadway St,,Coraopolis,PA,15108,ALLEGHENY,-80.160789,40.517159,119609
-79.770859,40.435696,Target Store 1219,4004 Monroeville Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.770859,40.435696,119729
-79.888954,40.420128,SUNOCO MINI MARKET,7403 Washington Ave,,Pittsburgh,PA,15218,ALLEGHENY,-79.888954,40.420128,120435
-79.890182,40.421921,CVS PHARMACY 4091,7404 Church St,,Swissvale,PA,15218,ALLEGHENY,-79.890182,40.421921,120624
-79.713707,40.444702,CVS Pharmacy 4045,1775 Golden Mile Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.713707,40.444702,121241
-79.952347,40.513885,Sheetz 678,973 William Flynn Hwy,,Glenshaw,PA,15116,ALLEGHENY,-79.952347,40.513885,121809
-79.980591,40.500275,Dollar General 19684,1701 Babcock Blvd,,Millvale,PA,15209,ALLEGHENY,-79.980591,40.500275,121936
-79.832298,40.34758,Giant Eagle 64,3812 Oneil Blvd,,McKeesport,PA,15132,ALLEGHENY,-79.832298,40.34758,122361
-80.089806,40.403515,Mary's G Store,200 3rd St,,Carnegie,PA,15106,ALLEGHENY,-80.089806,40.403515,122376
-79.97419,40.480515,Yetter's Candies,504 Grant Ave,,Pittsburgh,PA,15209,ALLEGHENY,-79.97419,40.480515,122410
-79.840118,40.327381,Aldi 89,300 Eden Park Blvd,,McKeesport,PA,15132,ALLEGHENY,-79.840118,40.327381,122623
-79.839432,40.3451,Family Dollar 11619,3215 Versailles Ave,,McKeesport,PA,15132,ALLEGHENY,-79.839432,40.3451,123540
-79.968918,40.478672,Family Dollar Store 3182,123 Lincoln Ave,,Millvale,PA,15209,ALLEGHENY,-79.968918,40.478672,123564
-79.767189,40.389145,Haymaker Village Supermarkets,4548 Broadway Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.767189,40.389145,123713
-79.767822,40.43919,Rite Aid 10917,4111 William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.767822,40.43919,123819
-79.754646,40.425907,Dollar General 22935,2501 Mosside Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.754646,40.425907,123827
-79.963448,40.537659,Giant Eagle 18,1671 Butler Plank Rd,,Glenshaw,PA,15116,ALLEGHENY,-79.963448,40.537659,125344
-80.08654,40.40749,Carnegie Farmers Market,111 E Main St,,Carnegie,PA,15106,ALLEGHENY,-80.08654,40.40749,125392
-79.759315,40.445492,GetGo 3399,317 Old Haymaker Rd,,Monroeville,PA,15146,ALLEGHENY,-79.759315,40.445492,125561
-79.788345,40.42696,Alstan Mini Mart,2526 Monroeville Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.788345,40.42696,125569
-80.08992,40.387718,Marathon,2022 Washington Rd,,Heidelburg,PA,15106,ALLEGHENY,-80.08992,40.387718,125625
-79.772926,40.43837,Aldi 69048,3995 William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.772926,40.43837,125795
-79.763611,40.446121,Orquidea Latin Market,4415 Old William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.763611,40.446121,125796
-79.840607,40.348927,Big Boy Market,3100 Brownlee Ave,,McKeesport,PA,15132,ALLEGHENY,-79.840607,40.348927,125920
-79.837448,40.277,P&w Mini Mart 1,410 Scenery Dr,,Elizabeth,PA,15037,ALLEGHENY,-79.837448,40.277,126269
-79.799576,40.432884,Sam's Club 6677,3621 William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.799576,40.432884,126309
-80.017303,40.392269,Brookline Mini Mart,1001 Brookline Blvd,,Pittsburgh,PA,15226,ALLEGHENY,-80.017303,40.392269,126322
-80.015419,40.382973,Pk Mart & Asian Grocery,435 McNeilly Rd,,Pittsburgh,PA,15226,ALLEGHENY,-80.015419,40.382973,126328
-79.865479,40.351181,Mckeesport Valero,231 5th Ave,,McKeesport,PA,15132,ALLEGHENY,-79.865479,40.351181,128209
-79.874809,40.350643,Super Food Market,319 Ann St,,McKeesport,PA,15132,ALLEGHENY,-79.874809,40.350643,128223
-79.852737,40.336369,Deep Oil Corporation,2105 Walnut St,,McKeesport,PA,15132,ALLEGHENY,-79.852737,40.336369,128226
-79.72094,40.427555,Speedway 2900,4830 William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.72094,40.427555,129043
-79.768204,40.444107,Speedway 2901,4380 Old William Penn Hwy,,Monroeville,PA,15146,ALLEGHENY,-79.768204,40.444107,129122
-79.859253,40.352047,Shubhshrey Inc,600 Lysle Blvd,,McKeesport,PA,15132,ALLEGHENY,-79.859253,40.352047,129433
-79.935165,40.456913,GIANT EAGLE 40,5550 Centre Ave,,Pittsburgh,PA,15232,ALLEGHENY,-79.935165,40.456913,130493
-79.833443,40.607555,RUSSELLTON SHOP N SAVE,908 LITTLE DEER CREEK VALLEY,,RUSSELLTON,PA,15076,ALLEGHENY,-79.833443,40.607555,131264
-79.837303,40.35339,Speedway 6503,2325 5th Ave,,Mckeesport,PA,15132,ALLEGHENY,-79.837303,40.35339,131279
-79.83992,40.326763,Rite Aid 07843,3700 Walnut St,,McKeesport,PA,15132,ALLEGHENY,-79.83992,40.326763,131302
-79.857765,40.3522,RITE AID 1370,725 Lysle Blvd,,McKeesport,PA,15132,ALLEGHENY,-79.857765,40.3522,131532
-79.962555,40.538826,Walgreens 09043,1701 William Flynn Hwy,,Glenshaw,PA,15116,ALLEGHENY,-79.962555,40.538826,131651
-79.962486,40.538803,GetGo 3280,1700 William Flynn Hwy,,Glenshaw,PA,15116,ALLEGHENY,-79.962486,40.538803,131667
-80.043343,40.39978,Kuhn's Market 4,3125 Banksville Rd,,Pittsburgh,PA,15216,ALLEGHENY,-80.043343,40.39978,131757
-80.065788,40.312038,Rite Aid 6733,503 Clifton Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.065788,40.312038,131859
-79.898766,40.488213,LEONARD LABRIOLA FOODS,605 Freeport Rd,,Sharpsburg,PA,15215,ALLEGHENY,-79.898766,40.488213,131940
-79.926498,40.496571,Coen Markets 1234,1501 N Canal St,,Sharpsburg,PA,15215,ALLEGHENY,-79.926498,40.496571,131949
-80.046539,40.419632,"Lnc#301, Greentree LNC#301",956 Greentree Rd,,Pittsburgh,PA,15220,ALLEGHENY,-80.046539,40.419632,132271
-80.057327,40.321804,RUTHFRED MARKET,3400 S Park Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.057327,40.321804,132549
-80.021919,40.395084,PITALAND INC.,620 Brookline Blvd,,Pittsburgh,PA,15226,ALLEGHENY,-80.021919,40.395084,132671
-79.837234,40.537399,Target Stores 2385,2661 Freeport Rd,,Pittsburgh,PA,15238,ALLEGHENY,-79.837234,40.537399,133019
-80.092674,40.386105,Heidelberg Shop N Save,2100 Washington Pike,,Carnegie,PA,15106,ALLEGHENY,-80.092674,40.386105,133443
-79.947563,40.59066,7-Eleven Store 36187,4630 William Flynn Hwy,,Allison Park,PA,15101,ALLEGHENY,-79.947563,40.59066,133468
-80.082382,40.41008,CVS PHARMACY INC 3999,401 Chestnut St,,Carnegie,PA,15106,ALLEGHENY,-80.082382,40.41008,133749
-80.082214,40.409843,Get Go 3705,410 Chestnut St,,Carnegie,PA,15106,ALLEGHENY,-80.082214,40.409843,133755
-80.082191,40.410366,Rahma Grocery And Halal Meat,409 E Main St,,Carnegie,PA,15106,ALLEGHENY,-80.082191,40.410366,133932
-80.092674,40.386105,Rite Aid 10907,2100 WASHINGTON PIKE,,CARNEGIE,PA,15106,ALLEGHENY,-80.092674,40.386105,133942
-80.02282,40.331806,Dollar Tree 618,5253 Library Rd,,Bethel Park,PA,15102,ALLEGHENY,-80.02282,40.331806,133969
-79.840454,40.327644,Dollar General 19273,3600 Walnut St,,McKeesport,PA,15132,ALLEGHENY,-79.840454,40.327644,134724
-79.855995,40.351707,Fifth Ave Shop N Save,815 5th Ave,,McKeesport,PA,15132,ALLEGHENY,-79.855995,40.351707,134912
-80.015427,40.383556,Aldi 72,3089 Sussex Ave,,Pittsburgh,PA,15226,ALLEGHENY,-80.015427,40.383556,135479
-79.813904,40.430473,William Penn Highway Sunoco,3406 William Penn Hwy,,Pittsburgh,PA,15235,ALLEGHENY,-79.813904,40.430473,135809
-79.82666,40.464207,DOLLAR TREE 258,12 Federal Dr,,Pittsburgh,PA,15235,ALLEGHENY,-79.82666,40.464207,135815
-80.023483,40.396126,CVS Pharmacy 3189,510 Brookline Blvd,,Pittsburgh,PA,15226,ALLEGHENY,-80.023483,40.396126,135925
-80.097466,40.475479,Rite Aid 10914,1700 Pine Hollow Rd,,McKees Rocks,PA,15136,ALLEGHENY,-80.097466,40.475479,136409
-79.839378,40.325592,American Natural 5,3800 Walnut St,,McKeesport,PA,15132,ALLEGHENY,-79.839378,40.325592,137836
-79.836456,40.321171,Olympia Shop N Save,4313 Walnut St,,McKeesport,PA,15132,ALLEGHENY,-79.836456,40.321171,137842
-79.825424,40.353027,CIO Store 15,2305 O'neil Blvd,,Mckeesport,PA,15132,ALLEGHENY,-79.825424,40.353027,137844
-79.849129,40.345795,Holy Kow LLC,2300 Versailles Ave,,Mckeesport,PA,15132,ALLEGHENY,-79.849129,40.345795,138064
-79.857201,40.352184,Dollar General 14967,740 Lysle Blvd,,McKeesport,PA,15132,ALLEGHENY,-79.857201,40.352184,138069
-79.947632,40.483925,Family Dollar Store 5275,450 56th St,B,Pittsburgh,PA,15201,ALLEGHENY,-79.947632,40.483925,138172
-80.218742,40.517159,Big Lots 5397,2820 Gracy Center Way,,Coraopolis,PA,15108,ALLEGHENY,-80.218742,40.517159,138240
-80.222328,40.51498,Walmart Supercenter 4644,7500 University Blvd,,Moon Township,PA,15108,ALLEGHENY,-80.222328,40.51498,138394
-79.828896,40.342789,Lampert's Deli Express,2010 Eden Park Blvd,,McKeesport,PA,15132,ALLEGHENY,-79.828896,40.342789,138785
-80.227875,40.563625,Kwik Fill 239,152 McGovern Blvd,,Crescent,PA,15046,ALLEGHENY,-80.227875,40.563625,140447
-79.962189,40.524982,Dollar Tree 4084,1712 Mount Royal Blvd,,Glenshaw,PA,15116,ALLEGHENY,-79.962189,40.524982,140803
-80.204521,40.558002,Get Go 3137,8A Quaker Village Shopping Ctr,,Leetsdale,PA,15056,ALLEGHENY,-80.204521,40.558002,140868
-79.876694,40.443134,Family Dollar 11688,1200 Swissvale Ave,,Pittsburgh,PA,15221,ALLEGHENY,-79.876694,40.443134,140879
-79.982285,40.386833,Donut Connection,2414 Brownsville Rd,,Pittsburgh,PA,15210,ALLEGHENY,-79.982285,40.386833,141487
-80.153542,40.513393,Speedy Tobacco Mart,1602 5th Ave,,Coraopolis,PA,15108,ALLEGHENY,-80.153542,40.513393,141850
-79.973602,40.458275,Salem Market & Grill,2923 Penn Ave,,Pittsburgh,PA,15201,ALLEGHENY,-79.973602,40.458275,142220
-79.810013,40.393288,DELI-ICIOUS CATERING INC,500 Station St,,Wilmerding,PA,15148,ALLEGHENY,-79.810013,40.393288,142489
-79.876747,40.414993,Dollar General 17869,2610 S Braddock Ave,,Swissvale,PA,15218,ALLEGHENY,-79.876747,40.414993,142588
-79.987106,40.417965,Dollar Tree 5553,1630 Arlington Ave,Ste 1,Pittsburgh,PA,15210,ALLEGHENY,-79.987106,40.417965,142602
-79.884354,40.43026,Edgewood Avenue Express Inc. Convenienc,253 Edgewood Ave,,Pittsburgh,PA,15218,ALLEGHENY,-79.884354,40.43026,142752
-79.891106,40.427689,GetGo 3147,1599 S Braddock Ave,,Pittsburgh,PA,15218,ALLEGHENY,-79.891106,40.427689,142758
-79.753174,40.433441,"Lnc#15, Monroeville LNC#15",2699 Mosside Blvd,,Monroeville,PA,15146,ALLEGHENY,-79.753174,40.433441,142765
-80.043983,40.586784,Walgreens 10282,30 Pine Creek Rd,,Wexford,PA,15090,ALLEGHENY,-80.043983,40.586784,142804
